"","Player_Name","DOB","Position"
"5692","Pietro Terracciano","1990-03-08","GK"
"5693","Lorenzo Venuti","1995-04-12","RB"
"5694","Antonín Barák","1994-12-03","RM"
"5695","Jonathan Ikone","1998-05-02","RM"
"5696","Sofyan Amrabat","1996-08-20","LM"
"5697","Alberto Grassi","1995-03-07","CM"
"5698","Jacopo Fazzini","2003-03-16","FW"
"5699","Josh Doig","2002-05-18","CM"
"5700","Yayah Kallon","2001-06-29","FW"
"5701","Federico Gatti","1998-06-24","CB"
"5702","Moise Kean","2000-02-28","LW"
"5703","Fabio Miretti","2003-08-03","RM"
"5704","Alex Sandro","1991-01-26","CB"
"5705","Filip Kostić","1992-10-31","RW"
"5706","Ángel Di María","1988-02-14","LW"
"5707","Emmanuel Gyasi","1994-01-11","FW"
"5708","Mikael Ellertsson","2002-03-11","WB"
"5709","Leandro Sanca","2000-01-04","CM"
"5710","Leo Skiri Østigård","1999-11-28","CB"
"5711","Giacomo Raspadori","2000-02-18","AM"
"5712","Giovanni Simeone","1995-07-05","DM"
"5713","Kristoffer Askildsen","2001-01-08","CM"
"5714","Federico Di Francesco","1994-06-14","RM"
"5715","Alessandro Tuia","1990-06-08","CB"
"5716","Þórir Jóhann Helgason","2000-09-27","CM"
"5717","Lameck Banda","2001-01-28","LM"
"5718","Morten Hjulmand","1999-06-25","DM"
"5719","Giuseppe Pezzella","1997-11-29","LB"
"5720","Joan Gonzàlez","2002-02-01","CM"
"5721","Marcin Listkowski","1998-02-10","LM"
"5722","Gabriel Strefezza","1997-04-17","RM"
"5723","Alexis Blin","1996-09-15","CM"
"5724","Éderson","1999-07-07","CM"
"5725","Davide Zappacosta","1992-06-10","WB"
"5726","Rasmus Højlund","2003-02-04","FW"
"5727","Matteo Ruggeri","2002-07-11","CB"
"5728","Tonny Vilhena","1995-01-03","LM"
"5729","Boulaye Dia","1996-11-15","LW"
"5730","Pasquale Mazzocchi","1995-07-27","CB"
"5731","Diego Valencia","2000-01-14","RW"
"5732","Diego Valencia","2000-01-14","CB"
"5733","Antonio Candreva","1987-02-28","RM"
"5734","Szymon Żurkowski","1997-09-25","RM"
"5735","Rolando Mandragora","1997-06-28","LM"
"5736","Manuel Locatelli","1998-01-08","RM"
"5737","Manuel Locatelli","1998-01-08","LM"
"5738","Danilo","1991-07-15","LB"
"5739","Juan Cuadrado","1988-05-25","RB"
"5740","Nicolò Fagioli","2001-02-11","CM"
"5741","Ismaël Bennacer","1997-12-01","CM"
"5742","Rafael Leão","1999-06-10","FW"
"5743","Brahim Díaz","1999-08-03","CM"
"5744","Divock Origi","1995-04-18","FW"
"5745","Tommaso Pobega","1999-07-15","CM"
"5746","Alexis Saelemaekers","1999-06-27","RB"
"5747","Toma Bašić","1996-11-24","CM"
"5748","Daniel Ciofani","1985-07-30","FW"
"5749","Cristian Buonaiuto","1992-12-28","FW"
"5750","Michele Castagnetti","1989-12-27","AM"
"5751","Michele Castagnetti","1989-12-27","CM"
"5752","Armand Lauriente","1998-12-04","RW"
"5753","Abdou Harroui","1998-01-13","CM"
"5754","Jacopo Sala","1991-12-05","FW"
"5755","Leandro Sanca","2000-01-04","WB"
"5756","Nikola Moro","1998-03-12","CM"
"5757","Lorenzo De Silvestri","1988-05-22","RB"
"5758","Jerdy Schouten","1997-01-11","RM"
"5759","Musa Barrow","1998-11-14","AM"
"5760","Nicola Sansone","1991-09-10","LW"
"5761","Joshua Zirkzee","2001-05-21","FW"
"5762","Joshua Zirkzee","2001-05-21","RW"
"5763","Roberto Soriano","1991-02-08","LM"
"5764","Andrea Cambiaso","2000-02-20","LB"
"5765","Darko Lazović","1990-09-15","CM"
"5766","Martin Hongla","1998-03-16","WB"
"5767","Gonzalo Villar","1998-03-23","CM"
"5768","Ignacio Pussetto","1995-12-21","AM"
"5769","Mehdi Léris","1998-05-23","RB"
"5770","Eldor Shomurodov","1995-06-29","FW"
"5771","Mohamed Camara","1997-02-27","CM"
"5772","Nicola Zalewski","2002-01-23","CB"
"5773","Krzysztof Piątek","1995-07-01","FW"
"5774","Marko Pjaca","1995-05-06","AM"
"5775","Nedim Bajrami","1999-02-28","LM"
"5776","Jean-Daniel Akpa-Akpro","1992-10-10","AM"
"5777","Emmanuel Ekong","2002-06-25","FW"
"5778","Filippo Bandinelli","1995-03-29","RM"
"5779","Pablo Marí","1993-08-30","CB"
"5780","Armando Izzo","1992-03-01","CB"
"5781","Ademola Lookman","1997-10-20","RW"
"5782","Ademola Lookman","1997-10-20","LM"
"5783","Éderson","1999-07-07","RM"
"5784","Ruslan Malinovskyi","1993-05-03","LW"
"5785","Davide Zappacosta","1992-06-10","LB"
"5786","Joakim Mæhle","1997-05-19","RM"
"5787","Joakim Mæhle","1997-05-19","RW"
"5788","Jeremie Boga","1997-01-02","LM"
"5789","Jeremie Boga","1997-01-02","LW"
"5790","Giorgio Scalvini","2003-12-11","LW"
"5791","Mario Pašalić","1995-02-09","FW"
"5792","Brandon Soppy","2002-02-21","LB"
"5793","Nemanja Radonjić","1996-02-15","FW"
"5794","Kristijan Bistrović","1998-04-09","CM"
"5795","Remi Oudin","1996-11-17","RM"
"5796","Pablo Rodríguez","2001-08-03","CM"
"5797","Juan Jesus","1991-06-10","CB"
"5798","Elif Elmas","1999-09-24","RM"
"5799","Tanguy Ndombele","1996-12-27","CM"
"5800","Piotr Zieliński","1994-05-20","RM"
"5801","Gianluca Gaetano","2000-05-04","RM"
"5802","Ethan Ampadu","2000-09-13","CB"
"5803","Mërgim Vojvoda","1995-02-01","CB"
"5804","David Zima","2000-11-07","WB"
"5805","Manolo Gabbiadini","1991-11-26","RM"
"5806","Sandro Tonali","2000-05-07","CM"
"5807","Charles De Ketelaere","2001-03-09","CM"
"5808","Charles De Ketelaere","2001-03-09","LW"
"5809","Aster Vranckx","2002-10-04","CM"
"5810","Emanuele Valeri","1998-12-07","LM"
"5811","Emanuel Aiwum","2000-12-24","WB"
"5812","Charles Pickel","1997-05-14","RW"
"5813","Leonardo Sernicola","1997-07-29","RM"
"5814","Soualiho Meïté","1994-03-17","CM"
"5815","David Okereke","1997-08-28","LW"
"5816","Jack Hendry","1995-05-07","CB"
"5817","Felix Afena-Gyan","2003-01-19","FW"
"5818","Giacomo Bonaventura","1989-08-21","DM"
"5819","Luka Jović","1997-12-23","AM"
"5820","Sofyan Amrabat","1996-08-20","DM"
"5821","Christian Kouamé","1997-12-06","FW"
"5822","Rolando Mandragora","1997-06-28","DM"
"5823","Marin Pongračić","1997-09-10","CB"
"5824","Lameck Banda","2001-01-28","RW"
"5825","Pablo Rodríguez","2001-08-03","LW"
"5826","Mattia Valoti","1993-09-05","CM"
"5827","Ruan","1999-06-07","CB"
"5828","Riccardo Marchizza","1998-03-26","CB"
"5829","Agustín Álvarez Martínez","2001-05-18","CM"
"5830","Kristian Thorstvedt","1999-03-13","FW"
"5831","Gerard Deulofeu","1994-03-13","AM"
"5832","Jean-Victor Makengo","1998-06-12","AM"
"5833","Kingsley Ehizibue","1995-05-25","CB"
"5834","Nicolò Casale","1998-02-14","CB"
"5835","Darko Lazović","1990-09-15","AM"
"5836","Ajdin Hrustic","1996-07-04","AM"
"5837","Fabio Depaoli","1997-04-23","WB"
"5838","Juan Cabal","2001-01-07","CB"
"5839","Juan Cuadrado","1988-05-25","LM"
"5840","Matìas Soulé","2003-04-15","RM"
"5841","Norbert Gyömbér","1992-07-02","FW"
"5842","Liberato Cacace","2000-09-26","LB"
"5843","Jean-Daniel Akpa-Akpro","1992-10-10","RM"
"5844","Matías Viña","1997-11-09","CM"
"5845","Mohamed Camara","1997-02-27","AM"
"5846","Mohamed Camara","1997-02-27","FW"
"5847","Edoardo Bove","2002-05-16","LW"
"5848","Pasquale Mazzocchi","1995-07-27","RB"
"5849","Domagoj Bradarić","1999-12-10","LB"
"5850","Diego Valencia","2000-01-14","RM"
"5851","Remi Oudin","1996-11-17","LW"
"5852","Riccardo Orsolini","1997-01-23","RW"
"5853","Riccardo Orsolini","1997-01-23","AM"
"5854","Gary Medel","1987-08-03","DM"
"5855","Jerdy Schouten","1997-01-11","DM"
"5856","Musa Barrow","1998-11-14","LW"
"5857","Nicolás Domínguez","1998-06-28","AM"
"5858","Nicolás Domínguez","1998-06-28","DM"
"5859","Joshua Zirkzee","2001-05-21","AM"
"5860","Michel Aebischer","1997-01-05","DM"
"5861","Denso Kasius","2002-10-06","RB"
"5862","Emanuel Vignato","2000-08-23","RW"
"5863","Liam Henderson","1996-04-24","CM"
"5864","Liam Henderson","1996-04-24","AM"
"5865","Marko Pjaca","1995-05-06","LW"
"5866","Jacopo Fazzini","2003-03-16","RW"
"5867","Nicolò Cambiaghi","2000-12-27","CM"
"5868","Jakub Kiwior","2000-02-15","WB"
"5869","Mikael Ellertsson","2002-03-11","FW"
"5870","Mikael Ellertsson","2002-03-11","CB"
"5871","Valerio Verre","1994-01-11","FW"
"5872","Fabio Quagliarella","1983-01-31","LM"
"5873","Demba Seck","2001-02-09","FW"
"5874","David Zima","2000-11-07","CB"
"5875","Luca D'Andrea","2004-09-05","RW"
"5876","Emil Ceide","2001-09-02","RW"
"5877","Francesco Acerbi","1988-02-10","CB"
"5878","Danilo D'Ambrosio","1988-09-08","WB"
"5879","Tommaso Milanese","2002-07-31","AM"
"5880","Toma Bašić","1996-11-24","RM"
"5881","Gianluca Caprari","1993-07-29","AM"
"5882","Matteo Pessina","1997-04-20","AM"
"5883","Andrea Colpani","1999-05-11","AM"
"5884","Matìas Soulé","2003-04-15","WB"
"5885","Nicolò Fagioli","2001-02-11","WB"
"5886","Nicolò Fagioli","2001-02-11","LM"
"5887","Luca Ranieri","1999-04-23","CB"
"5888","Simone Verdi","1992-07-11","AM"
"5889","Lorenzo Pellegrini","1996-06-18","DM"
"5890","Leonardo Spinazzola","1993-03-24","LB"
"5891","Nicola Zalewski","2002-01-23","AM"
"5892","Joakim Mæhle","1997-05-19","LM"
"5893","Éderson","1999-07-07","LW"
"5894","Éderson","1999-07-07","RW"
"5895","Marten de Roon","1991-03-29","CB"
"5896","Hans Hateboer","1994-01-09","RM"
"5897","Mario Pašalić","1995-02-09","RW"
"5898","Marco Sportiello","1992-05-09","GK"
"5899","Ademola Lookman","1997-10-20","LW"
"5900","Rade Krunić","1993-10-07","LW"
"5901","Yacine Adli","2000-07-28","AM"
"5902","Brahim Díaz","1999-08-03","LW"
"5903","Sergiño Dest","2000-11-02","RB"
"5904","Tanguy Ndombele","1996-12-27","LW"
"5905","Tanguy Ndombele","1996-12-27","LM"
"5906","Yann Karamoh","1998-07-08","WB"
"5907","Michel Ndary Adopo","2000-07-18","CM"
"5908","Denzel Dumfries","1996-04-17","RM"
"5909","Lautaro Martínez","1997-08-21","RW"
"5910","Federico Dimarco","1997-11-10","LM"
"5911","Robin Gosens","1994-07-05","CB"
"5912","Joaquín Correa","1994-08-13","LW"
"5913","Raoul Bellanova","2000-05-16","RM"
"5914","Valentin Carboni","2005-03-04","LM"
"5915","Andrea Belotti","1993-12-20","AM"
"5916","Ciprian Tătărușanu","1986-02-09","GK"
"5917","Charles De Ketelaere","2001-03-09","RW"
"5918","Ante Rebić","1993-09-20","FW"
"5919","Pierre Kalulu","2000-06-04","RB"
"5920","Rade Krunić","1993-10-07","AM"
"5921","Rade Krunić","1993-10-07","RW"
"5922","Felipe Anderson","1993-04-14","FW"
"5923","Julius Beck","2005-04-26","CM"
"5924","Kelvin Amian","1998-02-08","CB"
"5925","Leandro Sanca","2000-01-04","FW"
"5926","Pedro Obiang","1992-03-26","RM"
"5927","Janis Antiste","2002-08-18","RW"
"5928","Boulaye Dia","1996-11-15","AM"
"5929","Matteo Lovato","2000-02-14","CB"
"5930","Domagoj Bradarić","1999-12-10","CB"
"5931","Federico Bonazzoli","1997-05-20","AM"
"5932","Erik Botheim","2000-01-10","AM"
"5933","Grigoris Kastanos","1998-01-30","CB"
"5934","Emanuele Valeri","1998-12-07","LB"
"5935","Charles Pickel","1997-05-14","AM"
"5936","Santiago Ascacíbar","1997-02-24","DM"
"5937","Leonardo Sernicola","1997-07-29","RB"
"5938","Michele Castagnetti","1989-12-27","DM"
"5939","Luca Zanimacchia","1998-07-19","RW"
"5940","Cristian Buonaiuto","1992-12-28","RW"
"5941","Felix Afena-Gyan","2003-01-19","LW"
"5942","Soualiho Meïté","1994-03-17","DM"
"5943","Andrea Conti","1994-03-02","RB"
"5944","Ignacio Pussetto","1995-12-21","RM"
"5945","Nicolò Rovella","2001-12-04","AM"
"5946","Giulio Donati","1990-02-05","CB"
"5947","Giulio Donati","1990-02-05","WB"
"5948","Samuele Birindelli","1999-07-19","CB"
"5949","Marco D'Alessandro","1991-02-17","AM"
"5950","Riccardo Saponara","1991-12-21","LM"
"5951","Christian Kouamé","1997-12-06","LW"
"5952","Aleksa Terzić","1999-08-17","RB"
"5953","Alfred Duncan","1993-03-09","DM"
"5954","Sofyan Amrabat","1996-08-20","RM"
"5955","Sofyan Amrabat","1996-08-20","CB"
"5956","Danilo","1991-07-15","CM"
"5957","Adrien Rabiot","1995-04-03","CM"
"5958","Joaquin Sosa","2002-01-10","CB"
"5959","Charalambos Lykogiannis","1993-10-22","LB"
"5960","Lewis Ferguson","1999-08-24","AM"
"5961","Andrea Cambiaso","2000-02-20","RB"
"5962","Emanuel Vignato","2000-08-23","LW"
"5963","Kevin Lasagna","1992-08-09","AM"
"5964","Yayah Kallon","2001-06-29","WB"
"5965","Maxime Lopez","1997-12-04","DM"
"5966","Abdou Harroui","1998-01-13","DM"
"5967","Agustín Álvarez Martínez","2001-05-18","AM"
"5968","André Onana","1996-04-01","GK"
"5969","Sandro Tonali","2000-05-07","RM"
"5970","Rafael Leão","1999-06-10","AM"
"5971","Theo Hernández","1997-10-05","LB"
"5972","Tommaso Pobega","1999-07-15","LM"
"5973","Divock Origi","1995-04-18","AM"
"5974","Rade Krunić","1993-10-06","LM"
"5975","Matìas Soulé","2003-04-15","LM"
"5976","Riccardo Orsolini","1997-01-23","LW"
"5977","Michel Aebischer","1997-01-05","RW"
"5978","Lewis Ferguson","1999-08-24","DM"
"5979","Filip Đuričić","1992-01-30","AM"
"5980","Tomás Rincón","1988-01-13","LM"
"5981","Tomás Rincón","1988-01-13","DM"
"5982","Valerio Verre","1994-01-11","AM"
"5983","Mehdi Léris","1998-05-23","RW"
"5984","Saša Lukić","1996-08-12","RM"
"5985","Nikola Vlašić","1997-10-03","AM"
"5986","Nikola Vlašić","1997-10-03","LM"
"5987","Valentino Lazaro","1996-03-23","RB"
"5988","Yann Karamoh","1998-07-08","RW"
"5989","Mërgim Vojvoda","1995-02-01","LB"
"5990","Nemanja Radonjić","1996-02-15","LW"
"5991","Sebastian Walukiewicz","2000-04-04","CB"
"5992","Marko Pjaca","1995-05-06","CM"
"5993","Ruslan Malinovskyi","1993-05-03","FW"
"5994","Yayah Kallon","2001-06-29","AM"
"5995","Ibrahim Sulemana","2003-05-22","CM"
"5996","Dany Mota","1998-05-02","AM"
"5997","Marco D'Alessandro","1991-02-17","FW"
"5998","Simone Bastoni","1996-11-04","LB"
"5999","Daniele Verde","1996-06-19","RM"
"6000","Kelvin Amian","1998-02-08","RB"
"6001","Daniel Maldini","2001-10-11","LM"
"6002","Daniel Maldini","2001-10-11","CM"
"6003","Emanuele Valeri","1998-12-07","LW"
"6004","Leonardo Sernicola","1997-07-29","RW"
"6005","Felix Afena-Gyan","2003-01-19","AM"
"6006","Felix Afena-Gyan","2003-01-19","RW"
"6007","Soualiho Meïté","1994-03-17","LM"
"6008","Cristian Buonaiuto","1992-12-28","LW"
"6009","Gonzalo Escalante","1993-03-26","DM"
"6010","Gonzalo Escalante","1993-03-26","AM"
"6011","Gonzalo Escalante","1993-03-26","RM"
"6012","David Okereke","1997-08-28","AM"
"6013","David Okereke","1997-08-28","RW"
"6014","Matías Viña","1997-11-09","WB"
"6015","Tammy Abraham","1997-10-01","AM"
"6016","Kristoffer Askildsen","2001-01-08","RM"
"6017","Samuel Umtiti","1993-11-14","CB"
"6018","Lorenzo Colombo","2002-03-08","LM"
"6019","Federico Di Francesco","1994-06-14","FW"
"6020","Remi Oudin","1996-11-17","FW"
"6021","Jonathan Ikone","1998-05-02","LW"
"6022","Antonín Barák","1994-12-03","CM"
"6023","Elseid Hysaj","1994-02-20","LB"
"6024","Gianluca Caprari","1993-07-29","LW"
"6025","Carlos","1999-01-07","LM"
"6026","Matteo Pessina","1997-04-20","RW"
"6027","Patrick Ciurria","1995-02-09","RM"
"6028","Andrea Barberis","1993-12-11","CB"
"6029","Samuele Birindelli","1999-07-19","RM"
"6030","Andrea Colpani","1999-05-11","RW"
"6031","Marco D'Alessandro","1991-02-17","LW"
"6032","Nikola Vlašić","1997-10-03","FW"
"6033","Nikola Vlašić","1997-10-03","CM"
"6034","Yann Karamoh","1998-07-08","AM"
"6035","Yann Karamoh","1998-07-08","CM"
"6036","Pietro Pellegri","2001-03-16","AM"
"6037","Juan Cuadrado","1988-05-25","WB"
"6038","Leandro Paredes","1994-06-29","FW"
"6039","Jeremie Boga","1997-01-02","FW"
"6040","Matteo Ruggeri","2002-07-11","WB"
"6041","Matheus Henrique","1997-12-19","LW"
"6042","Agustín Álvarez Martínez","2001-05-18","RW"
"6043","Hamed Junior Traorè","2000-02-16","LM"
"6044","Matteo Darmian","1989-12-02","CM"
"6045","Pasquale Mazzocchi","1995-07-27","LB"
"6046","Antonio Candreva","1987-02-28","RB"
"6047","Dylan Bronn","1995-06-19","LB"
"6048","Junior Sambia","1996-09-06","CB"
"6049","Emil Bohinen","1999-03-12","CM"
"6050","Matteo Cancellieri","2002-02-12","FW"
"6051","Emil Holm","2000-05-12","RW"
"6052","Mehdi Bourabia","1991-08-07","RM"
"6053","Emmanuel Gyasi","1994-01-11","LW"
"6054","Jakub Kiwior","2000-02-15","CM"
"6055","Kevin Agudelo","1998-11-14","LM"
"6056","Dimitris Nikolaou","1998-08-13","LB"
"6057","Daniele Verde","1996-06-19","RW"
"6058","Daniel Maldini","2001-10-10","LM"
"6059","Marco Carnesecchi","2000-06-30","GK"
"6060","Tanguy Ndombele","1996-12-27","RM"
"6061","Diego Demme","1991-11-21","CM"
"6062","Stefan Posch","1997-05-13","RB"
"6063","Nicolás Domínguez","1998-06-28","LM"
"6064","Gary Medel","1987-08-03","CM"
"6065","Lewis Ferguson","1999-08-24","RM"
"6066","Musa Barrow","1998-11-14","RW"
"6067","Nikola Moro","1998-03-12","DM"
"6068","Nikola Moro","1998-03-12","LM"
"6069","Giangiacomo Magnani","1995-10-04","CB"
"6070","Roberto Piccoli","2001-01-26","AM"
"6071","Yayah Kallon","2001-06-29","CM"
"6072","Brahim Díaz","1999-08-03","RW"
"6073","Rade Krunić","1993-10-06","DM"
"6074","Ante Rebić","1993-09-20","RW"
"6075","Ante Rebić","1993-09-20","RM"
"6076","Bartosz Bereszyński","1992-07-11","CB"
"6077","Ignacio Pussetto","1995-12-21","WB"
"6078","Nicola Murru","1994-12-16","WB"
"6079","Tammy Abraham","1997-10-01","FW"
"6080","Stephan El Shaarawy","1992-10-26","WB"
"6081","Nicolò Zaniolo","1999-07-02","FW"
"6082","Edoardo Bove","2002-05-16","FW"
"6083","Federico Baschirotto","1996-09-19","RB"
"6084","Valentin Gendrey","2000-06-20","CB"
"6085","Remi Oudin","1996-11-17","RW"
"6086","Giacomo Bonaventura","1989-08-21","FW"
"6087","Nicolás González","1998-04-06","RM"
"6088","Christian Kouamé","1997-12-06","LM"
"6089","Nikola Milenković","1997-10-11","CB"
"6090","Jonathan Ikone","1998-05-02","LM"
"6091","Alfred Duncan","1993-03-09","CM"
"6092","Fabio Miretti","2003-08-03","FW"
"6093","Leandro Paredes","1994-06-29","DM"
"6094","Samuel Iling-Junior","2003-10-04","WB"
"6095","Duccio Degli Innocenti","2003-04-28","RM"
"6096","Tommaso Baldanzi","2003-03-23","FW"
"6097","Emil Holm","2000-05-12","RB"
"6098","Kelvin Amian","1998-02-08","WB"
"6099","Arkadiusz Reca","1995-06-17","LB"
"6100","Ante Rebić","1993-09-20","LW"
"6101","Aster Vranckx","2002-10-04","AM"
"6102","Charles De Ketelaere","2001-03-09","FW"
"6103","Christian Gytkjær","1990-05-06","AM"
"6104","Antonín Barák","1994-12-03","DM"
"6105","Raoul Bellanova","2000-05-16","FW"
"6106","Ilija Nestorovski","1990-03-12","CM"
"6107","Yann Karamoh","1998-07-08","FW"
"6108","Roberto Soriano","1991-02-08","RW"
"6109","Kristoffer Askildsen","2001-01-08","DM"
"6110","Joan Gonzàlez","2002-02-01","AM"
"6111","Federico Di Francesco","1994-06-14","DM"
"6112","Alexis Blin","1996-09-15","DM"
"6113","Pablo Rodríguez","2001-08-03","RW"
"6114","Ademola Lookman","1997-10-19","FW"
"6115","Bryan Cristante","1995-03-03","RM"
"6116","Nicolò Zaniolo","1999-07-02","RW"
"6117","Nemanja Matić","1988-07-31","LM"
"6118","Eldor Shomurodov","1995-06-29","LB"
"6119","Matías Viña","1997-11-09","RB"
"6120","Gianluca Gaetano","2000-05-04","LM"
"6121","Cristian Buonaiuto","1992-12-28","WB"
"6122","Cristian Buonaiuto","1992-12-28","CB"
"6123","Felix Afena-Gyan","2003-01-19","CM"
"6124","Valerio Verre","1994-01-11","DM"
"6125","Filip Đuričić","1992-01-30","LW"
"6126","Abdelhamid Sabiri","1996-11-27","RW"
"6127","Gerard Yepes","2002-08-25","DM"
"6128","Mehdi Léris","1998-05-23","AM"
"6129","Pedro Obiang","1992-03-26","CM"
"6130","Giorgos Kyriakopoulos","1996-02-05","LB"
"6131","Emil Ceide","2001-09-02","LW"
"6132","Hamed Junior Traorè","2000-02-16","RW"
"6133","Milan Đurić","1990-05-22","AM"
"6134","Alessandro Zanoli","2000-10-02","RB"
"6135","Hamed Junior Traorè","2000-02-16","LW"
"6136","Gabriel Strefezza","1997-04-17","LW"
"6137","Pablo Rodríguez","2001-08-03","AM"
"6138","Alex Sandro","1991-01-26","WB"
"6139","Samuel Iling-Junior","2003-10-04","LM"
"6140","Samuel Iling-Junior","2003-10-04","CM"
"6141","Bruno Amione","2002-01-03","LB"
"6142","Filip Đuričić","1992-01-30","FW"
"6143","Gerard Yepes","2002-08-25","CM"
"6144","Mehdi Léris","1998-05-23","LM"
"6145","Tomás Rincón","1988-01-13","FW"
"6146","Ignacio Pussetto","1995-12-21","FW"
"6147","Daniele Montevago","2003-03-18","RM"
"6148","Nedim Bajrami","1999-02-28","RW"
"6149","Nedim Bajrami","1999-02-28","LW"
"6150","Jean-Daniel Akpa-Akpro","1992-10-10","LM"
"6151","Jacopo Fazzini","2003-03-16","RM"
"6152","Nicolò Cambiaghi","2000-12-27","RW"
"6153","Mario Pašalić","1995-02-09","CM"
"6154","Caleb Okoli","2001-07-12","FW"
"6155","Ruslan Malinovskyi","1993-05-03","CM"
"6156","Ethan Ampadu","2000-09-13","RB"
